"trial","trial_ref","year","host_genotype","location","row_spacing","n","planting_date","first_sign_disease","fungicide_ai","fungicide_application_1","fungicide_application_2","fungicide_application_3","total_fungicide","dose_ai.ha","grain_yield.t.ha","yield_error","yield_gain","prop_yield_gain","PM_final_severity","PM_final_severity_error","Y_Msquare","Inc_Ms","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","dose","fungicide_timing_1","fungicide_timing_2","fungicide_timing_3","cluster_1","cluster_2","cluster_3","spray_management","D_pres"
"mung1617/02_2017_Missen Flats_Jade_0.5_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"control",NA,NA,NA,0,0,1.60854019106295,0.00703142992338939,NA,NA,9,0,0.725081741379952,12576.4356481482,241.833333333333,4.61880215351701,269.333333333333,4.61880215351701,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"control",NA,NA,NA,0,0,1.4483717562427,0.0193019669943071,NA,NA,9,0,0.725081741379952,12576.4356481482,237.333333333333,13.5677313259562,265.333333333333,12.7017059221718,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"control",NA,NA,NA,0,0,1.22652004295404,0.0254884378906002,NA,NA,8.66666666666667,0.577350269189626,0.725081741379952,12576.4356481482,241,10.5,266.333333333333,12.6622799421484,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"control",NA,NA,NA,0,0,1.22788870327402,0.0218605353235664,NA,NA,9,0,0.725081741379952,12576.4356481482,239.5,8.66025403784439,267.333333333333,8.08290376865476,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_highDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"propiconazole",2017-02-22,NA,NA,1,125,1.79140591284947,0.183791568700843,-0.0588261649068234,-0.0317939385086003,8.66666666666667,0.577350269189626,0.725081741379952,12576.4356481482,212.166666666667,8.32666399786453,242.333333333333,6.80685928555405,"highDose","-13",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"tebuconazole",2017-02-22,NA,NA,1,62,1.72428223032494,0.102597379455566,-0.125949847431353,-0.0680724590960977,9,0,0.725081741379952,12576.4356481482,223.833333333333,19.6044212700435,254,16.3707055437449,"lowDose","-13",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_highDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"propiconazole",2017-02-22,NA,NA,1,125,1.73300367195536,0.0719071908066688,0.201026081202487,0.131219988083308,8.66666666666667,0.577350269189626,0.725081741379952,12576.4356481482,230.666666666667,13.7870712384224,257.333333333333,16.6232768530556,"highDose","-13",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"tebuconazole",2017-02-22,NA,NA,1,62,1.71727960263914,0.000607153950543678,0.185302011886266,0.120956085131247,9,0,0.725081741379952,12576.4356481482,224.166666666667,16.6533279957291,252.666666666667,11.6761865920913,"lowDose","-13",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/02_2017_Missen Flats_Jade_1_highDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"propiconazole",2017-02-22,NA,NA,1,125,1.13017710935448,0.015733969628105,-0.17074972480244,-0.131252365866599,9,0,0.725081741379952,12576.4356481482,229,13.865424623862,259.666666666667,13.4288247189891,"highDose","-13",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"tebuconazole",2017-02-22,NA,NA,1,62,1.44352027878832,0.0310373583871382,0.1425934446314,0.10960911935052,9,0,0.725081741379952,12576.4356481482,223.666666666667,10.1036297108185,254,6.92820323027551,"lowDose","-13",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_highDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,NA,NA,1,125,2.10055596464823,0.0772310354723847,0.250323886891937,0.135293236941117,8,0,0.725081741379952,12576.4356481482,159.833333333333,4.90747728811182,185.666666666667,4.61880215351701,"highDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,NA,NA,1,62,1.92185223946871,0.0102036588011125,0.0716201617124168,0.0387087450128245,8.66666666666667,0.577350269189626,0.725081741379952,12576.4356481482,197.166666666667,21.7791949652262,229.333333333333,22.1885856541902,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_highDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,NA,NA,1,125,1.85921909000592,0.065699490799386,0.327241499253047,0.213607236312267,8.33333333333333,0.577350269189626,0.725081741379952,12576.4356481482,168.666666666667,18.9230899520489,197,25.1197133741609,"highDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,NA,NA,1,62,1.86099263358939,4.71402835440746e-05,0.329015042836517,0.214764918770663,8.33333333333333,0.577350269189626,0.725081741379952,12576.4356481482,198.5,17.3493515728975,228.333333333333,19.5021366350801,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/02_2017_Missen Flats_Jade_1_highDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,NA,NA,1,125,1.49809569835384,0.0330529921869264,0.19716886419692,0.151560302255351,8.66666666666667,0.577350269189626,0.725081741379952,12576.4356481482,175.166666666667,9.07377172587747,205.333333333333,13.2035348802256,"highDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,NA,NA,1,62,1.38905793764705,0.0858812045940125,0.08813110349013,0.0677448578783789,8,0,0.725081741379952,12576.4356481482,186.833333333333,7.50555349946513,216.666666666667,7.09459888459759,"lowDose","1",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_highDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,2017-03-24,NA,2,125,2.10169943137247,0.0965726077406707,0.251467353616177,0.135911249534232,8,0,0.725081741379952,12576.4356481482,174.166666666667,51.8105523357292,198,51.4198405287298,"highDose","1","16",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,2017-03-24,NA,2,62,2.52625284274188,0.035637857981964,0.676020764985586,0.365370794892591,8,0,0.725081741379952,12576.4356481482,158.333333333333,3.685557397916,186.666666666667,5.5075705472861,"lowDose","1","16",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_highDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,2017-03-24,NA,2,125,2.17948109067472,0.0706453264120261,0.647503499921847,0.422658597508361,7.66666666666667,0.577350269189626,0.725081741379952,12576.4356481482,149.666666666667,18.6435869224067,175.333333333333,22.5018517756502,"highDose","1","16",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,2017-03-24,NA,2,62,2.00060078831778,0.0144912072946915,0.468623197564906,0.30589429009507,8,0,0.725081741379952,12576.4356481482,191.5,11.8215904175369,219.333333333333,11.7189305541646,"lowDose","1","16",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_1_highDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,2017-03-24,NA,2,125,1.97373902422586,0.127424188682873,0.67281219006894,0.51717911599922,8,0,0.725081741379952,12576.4356481482,153.166666666667,4.04145188432738,181,5.19615242270663,"highDose","1","16",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,2017-03-24,NA,2,62,1.79883941613374,0.0159861176365377,0.49791258197682,0.382736806485737,8,0,0.725081741379952,12576.4356481482,188,16.5755844542508,219.333333333333,15.5349069303081,"lowDose","1","16",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_highDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"propiconazole",2017-03-19,NA,NA,1,125,2.14335383331615,0.106938994528067,0.293121755559857,0.158424318270016,8,0,0.725081741379952,12576.4356481482,199.333333333333,11.8988794990677,220,11.13552872566,"highDose","12",NA,NA,"Late",NA,NA,"Late","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-19,NA,NA,1,62,1.87778011636532,0.120662782860526,0.0275480386090268,0.0148889638982118,8,0,0.725081741379952,12576.4356481482,207.333333333333,4.61880215351701,228.333333333333,2.88675134594813,"lowDose","12",NA,NA,"Late",NA,NA,"Late","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_highDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"propiconazole",2017-03-19,NA,NA,1,125,1.82789865751201,0.0503927355731413,0.295921066759137,0.19316279072575,8,0,0.725081741379952,12576.4356481482,207.333333333333,4.61880215351701,228.333333333333,2.88675134594813,"highDose","12",NA,NA,"Late",NA,NA,"Late","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-19,NA,NA,1,62,1.78061480009739,0.0168661069892544,0.248637209344517,0.16229820256204,8,0,0.725081741379952,12576.4356481482,218.5,0,238,0,"lowDose","12",NA,NA,"Late",NA,NA,"Late","highD"
"mung1617/02_2017_Missen Flats_Jade_1_highDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"propiconazole",2017-03-19,NA,NA,1,125,1.75638996486353,0.0066137641957903,0.45546313070661,0.350106646083427,8,0,0.725081741379952,12576.4356481482,192.833333333333,37.3374253709778,214,34.8711915483254,"highDose","12",NA,NA,"Late",NA,NA,"Late","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-19,NA,NA,1,62,1.53367038318096,0.00410868096426698,0.23274354902404,0.178905948369396,8,0,0.725081741379952,12576.4356481482,218.5,0,238,0,"lowDose","12",NA,NA,"Late",NA,NA,"Late","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_highDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,2017-04-02,NA,2,125,2.31214436313543,0.0370407960252181,0.461912285379137,0.249650998343559,8,0,0.725081741379952,12576.4356481482,201.666666666667,8.25126252965771,223,6.557438524302,"highDose","1","25",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_0.25_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.25,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,2017-04-02,NA,2,62,2.27791368868079,0.0367752660661674,0.427681610924497,0.231150251941978,7.66666666666667,0.577350269189626,0.725081741379952,12576.4356481482,214.333333333333,19.3412340178525,232.666666666667,24.8260615751539,"lowDose","1","25",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_highDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,2017-04-02,NA,2,125,2.11259340897551,0.0208605964100089,0.580615818222636,0.378997592214974,8,0,0.725081741379952,12576.4356481482,204.333333333333,4.90747728811182,224.666666666667,4.61880215351701,"highDose","1","25",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_0.5_lowDose","mung1617/02",2017,"Jade","Missen Flats",0.5,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,2017-04-02,NA,2,62,1.35690258922655,0.12712524496757,-0.175075001526323,-0.114280393253197,8,0,0.725081741379952,12576.4356481482,215.666666666667,4.90747728811182,235.333333333333,4.61880215351701,"lowDose","1","25",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_1_highDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"propiconazole",2017-03-08,2017-04-02,NA,2,125,1.79216546387105,0.0111683466249756,0.49123862971413,0.377606654591365,8,0,0.725081741379952,12576.4356481482,202.833333333333,16.0104132780304,223.333333333333,15.0111069989303,"highDose","1","25",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1617/02_2017_Missen Flats_Jade_1_lowDose","mung1617/02",2017,"Jade","Missen Flats",1,3,2017-01-27,2017-03-07,"tebuconazole",2017-03-08,2017-04-02,NA,2,62,1.74243535534903,0.0438506303336705,0.44150852119211,0.339379978642868,8,0,0.725081741379952,12576.4356481482,207.5,9.52627944162882,229.333333333333,7.50555349946513,"lowDose","1","25",NA,"Recommended","Late",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_lowDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.404702484768338,0.146267549168008,NA,NA,8,0,0.0186257869010656,32673.3814814815,246.5,0.5,273.333333333333,0.577350269189626,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_lowDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.558857224535057,0.0321667559166369,NA,NA,8,0,0.0186257869010656,32673.3814814815,222.666666666667,22.024607450153,251.666666666667,21.548395145192,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_1_lowDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.316316762742075,0.0633868132968749,NA,NA,8,0,0.0186257869010656,32673.3814814815,212,34.2746261832277,240.333333333333,32.654759734736,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_lowDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.319058945539776,0.0623030873696522,NA,NA,8,0,0.0186257869010656,32673.3814814815,235.5,16.3477827242718,263.333333333333,16.4418166068514,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_lowDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.620546220477007,0.00785283885257962,NA,NA,8,0,0.0186257869010656,32673.3814814815,226.833333333333,50.5206228517952,255.333333333333,48.8091521472493,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_1_lowDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.47362642810691,0.012811478278472,NA,NA,8,0,0.0186257869010656,32673.3814814815,212.333333333333,30.1675874629267,240.666666666667,29.1604755333882,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_lowDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.615181312501559,0.0040918829691605,NA,NA,8,0,0.0186257869010656,32673.3814814815,235.166666666667,12.6622799421484,262.666666666667,11.060440015358,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_lowDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.502022454330147,0.00532597498874612,NA,NA,8,0,0.0186257869010656,32673.3814814815,222.833333333333,21.096998206696,251,19.6977156035922,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_1_lowDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"control",NA,NA,NA,0,0,0.47212199306343,0.0398518251426409,NA,NA,8,0,0.0186257869010656,32673.3814814815,241.5,21.2837966537928,268.666666666667,20.4042479237372,"lowDose","control","control","control","Late",NA,NA,"control","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_highDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"propiconazole",2017-03-13,NA,NA,1,125,0.359434040135306,0.0784062432341267,-0.0868802074679184,-0.194661514693914,8,0,0.0186257869010656,32673.3814814815,140,12.9903810567666,171,15.5884572681199,"highDose","-11",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_highDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"propiconazole",2017-03-13,NA,NA,1,125,0.592761346944877,0.0404632812255945,0.03228604716414,0.0576047636296739,7.66666666666667,0.577350269189626,0.0186257869010656,32673.3814814815,123.833333333333,5.83809329604567,150.333333333333,5.5075705472861,"highDose","-11",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/01_2017_Hermitage_Jade_1_highDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"propiconazole",2017-03-13,NA,NA,1,125,0.601974423531506,0.010673205408097,0.181286028894034,0.430927097597398,8,0,0.0186257869010656,32673.3814814815,125.5,8.26135582092915,153,9,"highDose","-11",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_lowDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-13,NA,NA,1,62,0.559259728423486,0.00339484582166013,0.112945480820262,0.253062682687806,8,0,0.0186257869010656,32673.3814814815,124.666666666667,7.0059498523279,152,7.54983443527075,"lowDose","-11",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_lowDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-13,NA,NA,1,62,0.503104157481603,0.0191541710390683,-0.0573711422991341,-0.102361589032698,8,0,0.0186257869010656,32673.3814814815,159.166666666667,10.6926766215636,189.666666666667,9.50438495292217,"lowDose","-11",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/01_2017_Hermitage_Jade_1_lowDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-13,NA,NA,1,62,0.482395949784343,0.0125310725089051,0.0617075551468714,0.146682332894036,7.66666666666667,0.577350269189626,0.0186257869010656,32673.3814814815,137.666666666667,35.157976809443,163.666666666667,39.208842540087,"lowDose","-11",NA,NA,"Early",NA,NA,"Early","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_highDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"propiconazole",2017-03-24,2017-04-07,NA,2,125,0.505994691838861,1.4001100665246e-05,0.0596804442356367,0.133718438423442,7,0,0.0186257869010656,32673.3814814815,98,20.2977831301844,121.666666666667,19.1398362932741,"highDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_highDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"propiconazole",2017-03-24,2017-04-07,NA,2,125,0.379752860152559,0.0494134900388443,-0.180722439628178,-0.322444967153554,7,0,0.0186257869010656,32673.3814814815,77.1666666666667,4.93288286231625,101,4.35889894354067,"highDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_1_highDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"propiconazole",2017-03-24,2017-04-07,NA,2,125,0.438649474719831,0.107507185135482,0.0179610800823594,0.0426944986153881,7,0,0.0186257869010656,32673.3814814815,106.333333333333,4.50924975282289,129.333333333333,4.93288286231625,"highDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_lowDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-24,2017-04-07,NA,2,62,0.444369163403489,0.124774521699714,-0.00194508419973538,-0.00435810465424481,7,0,0.0186257869010656,32673.3814814815,117.666666666667,6.21154838452807,141.333333333333,6.35085296108588,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_lowDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-24,2017-04-07,NA,2,62,0.518302266244695,0.0351196756817973,-0.0421730335360421,-0.0752451241875254,7,0,0.0186257869010656,32673.3814814815,114.333333333333,33.7354907083524,138,33.6452076825214,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_1_lowDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-24,2017-04-07,NA,2,62,0.440721378256055,0.019079116481355,0.0200329836185834,0.0476195299750229,7,0,0.0186257869010656,32673.3814814815,125.166666666667,16.6458202961985,147.666666666667,17.8978583448784,"lowDose","0","14",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_highDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"propiconazole",2017-03-27,NA,NA,1,125,0.646696864871417,0.0010312117245735,0.200382617268193,0.448972037850635,8,0,0.0186257869010656,32673.3814814815,140.833333333333,33.6687293097517,168.333333333333,34.6458270695524,"highDose","3",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_highDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"propiconazole",2017-03-27,NA,NA,1,125,0.612341281120431,0.00135595949489323,0.0518659813396939,0.0925392811422454,8,0,0.0186257869010656,32673.3814814815,155.666666666667,26.7036202289752,184.666666666667,28.7460142164672,"highDose","3",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/01_2017_Hermitage_Jade_1_highDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"propiconazole",2017-03-27,NA,NA,1,125,0.553027780191918,0.106333720662982,0.132339385554446,0.314578170544709,7.66666666666667,0.577350269189626,0.0186257869010656,32673.3814814815,152,39.9499687108764,178,44.3959457608462,"highDose","3",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_lowDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-27,NA,NA,1,62,0.457436360943691,0.195931513651895,0.0111221133404666,0.0249199155083982,8,0,0.0186257869010656,32673.3814814815,188.833333333333,21.1974841274462,220,20.6639783197718,"lowDose","3",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_lowDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-27,NA,NA,1,62,0.466422297916026,0.0327706953755204,-0.094053001864711,-0.167809360914755,8,0,0.0186257869010656,32673.3814814815,177.166666666667,25.5016339345802,206.333333333333,27.5378527364305,"lowDose","3",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/01_2017_Hermitage_Jade_1_lowDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-27,NA,NA,1,62,0.520832202623247,0.0393702495737945,0.100143807985775,0.238047469961881,8,0,0.0186257869010656,32673.3814814815,144.666666666667,24.0017360483223,171.666666666667,24.3789526709687,"lowDose","3",NA,NA,"Recommended",NA,NA,"Recommended","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_highDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"propiconazole",2017-03-27,2017-04-11,NA,2,125,0.659039783769696,0.0556972134443849,0.212725536166472,0.476627258280102,7,0,0.0186257869010656,32673.3814814815,120.666666666667,24.0069434400411,143.666666666667,23.5017729827631,"highDose","3","15",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_0.5_highDose","mung1617/01",2017,"Jade","Hermitage",0.5,3,2017-02-13,2017-03-24,"propiconazole",2017-03-27,2017-04-11,NA,2,125,0.544818854629059,0.00714099190853912,-0.0156564451516781,-0.0279342286052624,5.33333333333333,2.88675134594813,0.0186257869010656,32673.3814814815,99.5,46.8001068374849,116.333333333333,56.1278302924078,"highDose","3","15",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_1_highDose","mung1617/01",2017,"Jade","Hermitage",1,3,2017-02-13,2017-03-24,"propiconazole",2017-03-27,2017-04-11,NA,2,125,0.419856834929368,0.0559340944773665,-0.000831559708103669,-0.00197666424532644,7,0,0.0186257869010656,32673.3814814815,113,33.8193731461717,136,34.0440890610984,"highDose","3","15",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
"mung1617/01_2017_Hermitage_Jade_0.25_lowDose","mung1617/01",2017,"Jade","Hermitage",0.25,3,2017-02-13,2017-03-24,"tebuconazole",2017-03-27,2017-04-11,NA,2,62,0.341525552990342,0.0655694379884947,-0.104788694612882,-0.234786801397476,7,0,0.0186257869010656,32673.3814814815,173,66.0056815736342,196.333333333333,66.7258071014007,"lowDose","3","15",NA,"Recommended","Recommended",NA,"Recommended_plus","highD"
