"","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","Inc_Ms"
"59","mung0910/01","2010","Hermitage","Crystal","RB",7.9,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"Kendon","sulphur",2400,2,2010-02-19,2010-02-26,NA,NA,NA,NA,NA,2,2010-05-14,2010-04-20,4.666666667,"1-9",0.577350269,"stdev",1.668609816,NA,0.0380111529948706,0.0766646447938837,"SamplingVariance",0.422294571,0.33883447441903,"Yes",NA,NA,53.8333333333333,10.9125310232472,79.3333333333333,8.08290376865476,6883.86944444444
"60","mung0910/01","2010","Hermitage","Crystal","RB",7.833333333,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"Kendon","sulphur",2400,4,2010-03-18,NA,NA,NA,NA,NA,NA,1,2010-05-14,2010-04-20,3.666666667,"1-9",0.577350269,"stdev",1.891898907,NA,0.0380111529948706,0.000539729030020761,"SamplingVariance",0.645583662,0.517993874013793,"Yes",NA,NA,37.5,10.9658560997307,56,14,6883.86944444444
"61","mung0910/01","2010","Hermitage","Crystal","RB",7.566666667,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"carbendazim","carbendazim",250,3,2010-03-18,NA,NA,NA,NA,NA,NA,1,2010-05-14,2010-04-20,3.333333333,"1-9",0.577350269,"stdev",1.73602647,NA,0.0380111529948706,0.0042574476607744,"SamplingVariance",0.489711225,0.392927252526707,"Yes",NA,NA,44.8333333333333,4.04145188432738,60.6666666666667,8.08290376865476,6883.86944444444
"62","mung0910/01","2010","Hermitage","G. Diam","RB",7.833333333,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"control","control",0,5,NA,NA,NA,NA,NA,NA,NA,0,2010-05-14,2010-04-20,4.333333333,"1-9",0.577350269,"stdev",1.033327327,NA,0.0380111529948706,0.0059327045864987,"SamplingVariance",NA,NA,"Yes",NA,NA,70.5,12.1243556529821,93.3333333333333,16.1658075373095,6883.86944444444
"63","mung0910/01","2010","Hermitage","G. Diam","RB",7.833333333,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"Kendon","sulphur",2400,1,2010-02-19,2010-02-26,2010-03-05,2010-03-11,2010-03-18,2010-03-07,NA,7,2010-05-14,2010-04-20,1,"1-9",0,"stdev",1.030057597,NA,0.0380111529948706,0.0291951093073037,"SamplingVariance",-0.216257648,-0.173517614317556,"Yes",NA,NA,0,0,0,0,6883.86944444444
"64","mung0910/01","2010","Hermitage","G. Diam","RB",8.1,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"Kendon","sulphur",2400,2,2010-02-19,2010-02-26,NA,NA,NA,NA,NA,2,2010-05-14,2010-04-20,4.666666667,"1-9",0.577350269,"stdev",1.196004741,NA,0.0380111529948706,0.00402106944208141,"SamplingVariance",-0.0503105039999998,-0.0403673983784093,"Yes",NA,NA,58.6666666666667,10.7509689485801,84,14,6883.86944444444
"65","mung0910/01","2010","Hermitage","G. Diam","RB",7.8,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"Kendon","sulphur",2400,4,2010-03-18,NA,NA,NA,NA,NA,NA,1,2010-05-14,2010-04-20,2.666666667,"1-9",0.577350269,"stdev",1.084103226,NA,0.0380111529948706,0.0103218573463578,"SamplingVariance",-0.162212019,-0.130153281564007,"Yes",NA,NA,21.1666666666667,18.8038116703325,32.6666666666667,21.3853532431273,6883.86944444444
"66","mung0910/01","2010","Hermitage","G. Diam","RB",7.766666667,4,NA,0.25,3,2010-01-22,NA,NA,NA,NA,2010-03-18,"carbendazim","carbendazim",250,3,2010-03-18,NA,NA,NA,NA,NA,NA,1,2010-05-14,2010-04-20,2.666666667,"1-9",0.577350269,"stdev",1.144192065,NA,0.0380111529948706,0.0106509683980538,"SamplingVariance",-0.10212318,-0.0819400873171538,"Yes",NA,NA,35.3333333333333,7.25143663926903,46.6666666666667,8.08290376865476,6883.86944444444
"67","mung0910/02","2010","Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2010-05-19,2010-04-29,6.667,"1-9",17.9,"cv%",1.428,NA,NA,12.5,"cv%",NA,NA,"No","GenStat analysis file available",110,116.1735,NA,232.347,NA,NA
"68","mung0910/02","2010","Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,2,2010-03-12,2010-03-26,2010-04-09,NA,NA,NA,NA,3,2010-05-19,2010-04-29,2.667,"1-9",17.9,"cv%",1.465,NA,NA,103.217,"cv%",0.0710000000000002,0.050932568149211,"No","GenStat analysis file available",110,34.1735,NA,68.347,NA,NA
"69","mung0910/02","2010","Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,3,2010-03-12,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,6,"1-9",17.9,"cv%",1.379,NA,NA,103.217,"cv%",-0.0149999999999999,-0.0107604017216642,"No","GenStat analysis file available",110,102.5,NA,205,NA,NA
"70","mung0910/02","2010","Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,4,2010-03-26,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,4.33,"1-9",17.9,"cv%",1.536,NA,NA,103.217,"cv%",0.142,0.101865136298422,"No","GenStat analysis file available",110,68.265,NA,136.53,NA,NA
"71","mung0910/02","2010","Kingaroy","Berken","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"carbendazim","carbendazim",250,5,2010-03-26,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,3,"1-9",17.9,"cv%",1.542,NA,NA,103.217,"cv%",0.148,0.106169296987088,"No","GenStat analysis file available",110,41,NA,82,NA,NA
"72","mung0910/02","2010","Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2010-05-19,2010-04-29,4,"1-9",17.9,"cv%",1.381,NA,NA,103.217,"cv%",NA,NA,"No","GenStat analysis file available",110,61.5,NA,123,NA,NA
"73","mung0910/02","2010","Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,2,2010-03-12,2010-03-26,2010-04-09,NA,NA,NA,NA,3,2010-05-19,2010-04-29,1,"1-9",17.9,"cv%",1.249,NA,NA,103.217,"cv%",-0.145,-0.104017216642755,"No","GenStat analysis file available",110,0,NA,0,NA,NA
"74","mung0910/02","2010","Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,3,2010-03-12,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,3.333,"1-9",17.9,"cv%",1.395,NA,NA,103.217,"cv%",0.00100000000000011,0.000717360114777699,"No","GenStat analysis file available",110,47.8265,NA,95.653,NA,NA
"75","mung0910/02","2010","Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,4,2010-03-26,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,3.333,"1-9",17.9,"cv%",1.374,NA,NA,103.217,"cv%",-0.0199999999999998,-0.0143472022955522,"No","GenStat analysis file available",110,47.8265,NA,95.653,NA,NA
"76","mung0910/02","2010","Kingaroy","Crystal","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"carbendazim","carbendazim",250,5,2010-03-26,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,2,"1-9",17.9,"cv%",1.378,NA,NA,103.217,"cv%",-0.016,-0.0114777618364419,"No","GenStat analysis file available",110,20.5,NA,41,NA,NA
"77","mung0910/02","2010","Kingaroy","Green Diamond","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2010-05-19,2010-04-29,3.667,"1-9",17.9,"cv%",1.373,NA,NA,103.217,"cv%",NA,NA,"No","GenStat analysis file available",110,54.6735,NA,109.347,NA,NA
"78","mung0910/02","2010","Kingaroy","Green Diamond","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,2,2010-03-12,2010-03-26,2010-04-09,NA,NA,NA,NA,3,2010-05-19,2010-04-29,2,"1-9",17.9,"cv%",1.286,NA,NA,103.217,"cv%",-0.108,-0.0774748923959827,"No","GenStat analysis file available",110,20.5,NA,41,NA,NA
"79","mung0910/02","2010","Kingaroy","Green Diamond","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,3,2010-03-12,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,3.333,"1-9",17.9,"cv%",1.177,NA,NA,103.217,"cv%",-0.217,-0.155667144906743,"No","GenStat analysis file available",110,47.8265,NA,95.653,NA,NA
"80","mung0910/02","2010","Kingaroy","Green Diamond","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"Kendon","sulphur",2400,4,2010-03-26,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,3.333,"1-9",17.9,"cv%",1.306,NA,NA,103.217,"cv%",-0.0879999999999999,-0.0631276901004303,"No","GenStat analysis file available",110,47.8265,NA,95.653,NA,NA
"81","mung0910/02","2010","Kingaroy","Green Diamond","RB",9.6,0.9,NA,0.25,3,2010-01-29,NA,NA,NA,NA,2010-03-26,"carbendazim","carbendazim",250,5,2010-03-26,NA,NA,NA,NA,NA,NA,1,2010-05-19,2010-04-29,1.667,"1-9",17.9,"cv%",1.264,NA,NA,103.217,"cv%",-0.13,-0.0932568149210903,"No","GenStat analysis file available",110,13.6735,NA,27.347,NA,NA
"82","mung1011/01","2011","Hermitage","Berken","RCB",11,4,NA,0.75,6,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"control","control",0,8,NA,NA,NA,NA,NA,NA,NA,0,2011-04-25,2011-04-11,4.666666667,"1-9",0.516397779,"stdev",1.6618554,NA,0.123816670755001,0.0137647630583489,"SamplingVariance",NA,NA,"Yes",NA,NA,38.5,5.42217668469038,77,10.8443533693808,1568
"83","mung1011/01","2011","Hermitage","Berken","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Folicur","tebuconazole",62.35,11,2011-03-28,NA,NA,NA,NA,NA,NA,1,2011-04-25,2011-04-11,2,"1-9",0,"stdev",1.7693124,NA,0.123816670755001,0.0377989656994327,"SamplingVariance",0.2445887,0.160415096846727,"Yes",NA,NA,10.5,0,21,0,1568
"84","mung1011/01","2011","Hermitage","Berken","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,10,2011-03-28,NA,NA,NA,NA,NA,NA,1,2011-04-25,2011-04-11,1,"1-9",0,"stdev",1.6087848,NA,0.123816670755001,0.131107245409149,"SamplingVariance",0.0840611,0.0551320216246393,"Yes",NA,NA,0,0,0,0,1568
"85","mung1011/01","2011","Hermitage","Berken","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,14,2011-02-28,2011-03-14,2011-03-14,NA,NA,NA,NA,3,2011-04-25,2011-04-11,1,"1-9",0,"stdev",1.6636098,NA,0.123816670755001,0.010759059426485,"SamplingVariance",0.1388861,0.0910893560584124,"Yes",NA,NA,0,0,0,0,1568
"86","mung1011/01","2011","Hermitage","Berken","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Kendon","sulphur",3000,9,2011-03-28,NA,NA,NA,NA,NA,NA,1,2011-04-25,2011-04-11,2.333333333,"1-9",0.577350269,"stdev",1.8083478,NA,0.123816670755001,0.0125232843037654,"SamplingVariance",0.2836241,0.186016718963573,"Yes",NA,NA,14,6.06217782649107,28,12.1243556529821,1568
"87","mung1011/01","2011","Hermitage","Berken","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Kendon","sulphur",3000,13,2011-02-28,2011-03-14,2011-03-14,NA,NA,NA,NA,3,2011-04-25,2011-04-11,1.666666667,"1-9",0.577350269,"stdev",1.7504526,NA,0.123816670755001,0.00762535278490676,"SamplingVariance",0.2257289,0.148045773801509,"Yes",NA,NA,7,6.06217782649107,14,12.1243556529821,1568
"88","mung1011/01","2011","Hermitage","Crystal","RCB",11,4,NA,0.75,6,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2011-04-25,2011-04-11,5,"1-9",0,"stdev",1.387592,NA,0.123816670755001,0.0154915785431289,"SamplingVariance",NA,NA,"Yes",NA,NA,42,0,84,0,1568
"89","mung1011/01","2011","Hermitage","Crystal","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Folicur","tebuconazole",62.35,4,2011-03-28,NA,NA,NA,NA,NA,NA,1,2011-04-25,2011-04-11,2.333333333,"1-9",0.577350269,"stdev",1.543895467,NA,0.123816670755001,0.0164675679223445,"SamplingVariance",0.019171767,0.0125739286403169,"Yes",NA,NA,14,6.06217782649107,28,12.1243556529821,1568
"90","mung1011/01","2011","Hermitage","Crystal","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,3,2011-03-28,NA,NA,NA,NA,NA,NA,1,2011-04-25,2011-04-11,1,"1-9",0,"stdev",1.519174,NA,0.123816670755001,0.00412669961300845,"SamplingVariance",-0.00554969999999999,-0.00363980700240968,"Yes",NA,NA,0,0,0,0,1568
"91","mung1011/01","2011","Hermitage","Crystal","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,7,2011-02-28,2011-03-14,2011-03-14,NA,NA,NA,NA,3,2011-04-25,2011-04-11,1,"1-9",0,"stdev",1.4270666,NA,0.123816670755001,0.091320756114857,"SamplingVariance",-0.0976570999999999,-0.064049047050295,"Yes",NA,NA,0,0,0,0,1568
"92","mung1011/01","2011","Hermitage","Crystal","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Kendon","sulphur",3000,2,2011-03-28,NA,NA,NA,NA,NA,NA,1,2011-04-25,2011-04-11,3,"1-9",0,"stdev",1.406531833,NA,0.123816670755001,0.0126535188723553,"SamplingVariance",-0.118191867,-0.0775169081453905,"Yes",NA,NA,21,0,42,0,1568
"93","mung1011/01","2011","Hermitage","Crystal","RCB",11,4,NA,0.75,3,2011-01-24,NA,2011-03-22,NA,NA,2011-03-28,"Kendon","sulphur",3000,6,2011-02-28,2011-03-14,2011-03-14,NA,NA,NA,NA,3,2011-04-25,2011-04-11,2,"1-9",0,"stdev",1.638993367,NA,0.123816670755001,0.0025628511376521,"SamplingVariance",0.114269667,0.0749445076507961,"Yes",NA,NA,10.5,0,21,0,1568
"94","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,13,2011-03-23,NA,NA,NA,NA,NA,NA,1,NA,2011-05-11,1.666666667,"1-9",0.577350269,"stdev",0.8621,NA,0.05400643395,0.0137601955708996,"SamplingVariance",0.06364,0.0797034291010195,"Yes",NA,NA,12.8333333333333,14.1450815951458,21,21,15945.1770833333
"95","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,3,2011-03-23,NA,NA,NA,NA,NA,NA,1,NA,2011-05-11,2,"1-9",0,"stdev",0.77182,NA,0.05400643395,0.0182527400877008,"SamplingVariance",-0.02664,-0.0333642261353105,"Yes",NA,NA,22.3333333333333,20.4959345562317,32.6666666666667,20.2072594216369,15945.1770833333
"96","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,16,2011-03-23,2011-04-13,NA,NA,NA,NA,NA,2,NA,2011-05-11,1.666666667,"1-9",0.577350269,"stdev",0.8658,NA,0.05400643395,0.0365000383072282,"SamplingVariance",0.0673400000000001,0.0843373493975905,"Yes",NA,NA,30.6666666666667,26.5581123827228,37.3333333333333,32.331615074619,15945.1770833333
"97","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,6,2011-03-23,2011-04-13,NA,NA,NA,NA,NA,2,NA,2011-05-11,1,"1-9",0,"stdev",0.691345,NA,0.05400643395,0.000414396293439076,"SamplingVariance",-0.107115,-0.134151992585727,"Yes",NA,NA,0,0,0,0,15945.1770833333
"98","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,19,2011-03-09,2011-03-30,2011-04-12,NA,NA,NA,NA,3,NA,2011-05-11,1,"1-9",0,"stdev",0.900395,NA,0.05400643395,0.0150073887816039,"SamplingVariance",0.101935,0.127664504170528,"Yes",NA,NA,0,0,0,0,15945.1770833333
"99","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,9,2011-03-09,2011-03-30,2011-04-12,NA,NA,NA,NA,3,NA,2011-05-11,1,"1-9",0,"stdev",0.8288925,NA,0.05400643395,0.0230662981133649,"SamplingVariance",0.0304325000000001,0.0381139944392958,"Yes",NA,NA,0,0,0,0,15945.1770833333
"100","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"control","control",0,11,NA,NA,NA,NA,NA,NA,NA,0,NA,2011-05-11,8,"1-9",0,"stdev",0.79846,NA,0.05400643395,0.022813974255132,"SamplingVariance",NA,NA,"Yes",NA,NA,208.666666666667,10.1036297108185,294,12.1243556529821,15945.1770833333
"101","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,2011-05-11,7.666666667,"1-9",0.577350269,"stdev",0.79846,NA,0.05400643395,0.027289885594608,"SamplingVariance",NA,NA,"Yes",NA,NA,169.666666666667,16.1658075373095,252,24.2487113059643,15945.1770833333
"102","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Folicur","tebuconazole",62.35,14,2011-03-23,NA,NA,NA,NA,NA,NA,1,NA,2011-05-11,5.333333333,"1-9",1.154700538,"stdev",1.05857,NA,0.05400643395,0.00679698230197897,"SamplingVariance",0.26011,0.325764596848934,"Yes",NA,NA,98.6666666666667,9.35859676091097,144.666666666667,14.5716619962629,15945.1770833333
"103","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Folicur","tebuconazole",62.35,4,2011-03-23,NA,NA,NA,NA,NA,NA,1,NA,2011-05-11,4.333333333,"1-9",0.577350269,"stdev",0.730195,NA,0.05400643395,0.0349196647471777,"SamplingVariance",-0.0682649999999999,-0.085495829471733,"Yes",NA,NA,46.8333333333333,18.2368674210604,81.6666666666667,17.6162803489651,15945.1770833333
"104","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Folicur","tebuconazole",62.35,17,2011-03-23,2011-04-13,NA,NA,NA,NA,NA,2,NA,2011-05-11,3.333333333,"1-9",0.577350269,"stdev",0.986235,NA,0.05400643395,0.0214610258634557,"SamplingVariance",0.187775,0.235171455050973,"Yes",NA,NA,60,6.06217782649107,84,12.1243556529821,15945.1770833333
"105","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Folicur","tebuconazole",62.35,7,2011-03-23,2011-04-13,NA,NA,NA,NA,NA,2,NA,2011-05-11,4,"1-9",0,"stdev",0.87542,NA,0.05400643395,0.0813156222025594,"SamplingVariance",0.07696,0.0963855421686747,"Yes",NA,NA,49,0,84,0,15945.1770833333
"106","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Folicur","tebuconazole",62.35,20,2011-03-09,2011-03-30,2011-04-12,NA,NA,NA,NA,3,NA,2011-05-11,3.666666667,"1-9",0.577350269,"stdev",0.86358,NA,0.05400643395,0.00816635879629646,"SamplingVariance",0.0651200000000001,0.0815569972196479,"Yes",NA,NA,28,6.06217782649107,56,12.1243556529821,15945.1770833333
"107","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Folicur","tebuconazole",62.35,10,2011-03-09,2011-03-30,2011-04-12,NA,NA,NA,NA,3,NA,2011-05-11,3,"1-9",0,"stdev",0.64084,NA,0.05400643395,0.0258748187396583,"SamplingVariance",-0.15762,-0.19740500463392,"Yes",NA,NA,21,0,42,0,15945.1770833333
"108","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Kendon","sulphur",3000,12,2011-03-23,NA,NA,NA,NA,NA,NA,1,NA,2011-05-11,5.666666667,"1-9",0.577350269,"stdev",0.79624,NA,0.05400643395,0.0438665591667894,"SamplingVariance",-0.00222,-0.00278035217794254,"Yes",NA,NA,102,6.06217782649107,154,12.1243556529821,15945.1770833333
"109","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Kendon","sulphur",3000,2,2011-03-23,NA,NA,NA,NA,NA,NA,1,NA,2011-05-11,5.333333333,"1-9",0.577350269,"stdev",0.665445,NA,0.05400643395,0.00256646427364009,"SamplingVariance",-0.133015,-0.166589434661724,"Yes",NA,NA,63,6.06217782649107,112,12.1243556529821,15945.1770833333
"110","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Kendon","sulphur",3000,15,2011-03-23,2011-04-13,NA,NA,NA,NA,NA,2,NA,2011-05-11,3.333333333,"1-9",0.577350269,"stdev",0.868945,NA,0.05400643395,0.0122154500205197,"SamplingVariance",0.070485,0.0882761816496757,"Yes",NA,NA,54,14.4135353053996,79.3333333333333,17.6162803489651,15945.1770833333
"111","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Kendon","sulphur",3000,5,2011-03-23,2011-04-13,NA,NA,NA,NA,NA,2,NA,2011-05-11,3,"1-9",0,"stdev",0.71336,NA,0.05400643395,0.0412119995825826,"SamplingVariance",-0.0851,-0.106580166821131,"Yes",NA,NA,56.5,0,77,0,15945.1770833333
"112","mung1011/02","2011","Kingaroy","Berken","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Kendon","sulphur",3000,18,2011-03-09,2011-03-30,2011-04-12,NA,NA,NA,NA,3,NA,2011-05-11,3.333333333,"1-9",0.577350269,"stdev",0.88356,NA,0.05400643395,0.0177887516485214,"SamplingVariance",0.0851000000000001,0.106580166821131,"Yes",NA,NA,30.3333333333333,16.1658075373095,56,24.2487113059643,15945.1770833333
"113","mung1011/02","2011","Kingaroy","Crystal","RCB",11,4,NA,0.75,6,2011-02-02,NA,NA,NA,NA,2011-03-22,"Kendon","sulphur",3000,8,2011-03-09,2011-03-30,2011-04-12,NA,NA,NA,NA,3,NA,2011-05-11,2.333333333,"1-9",0.577350269,"stdev",0.64713,NA,0.05400643395,0.0354330397914823,"SamplingVariance",-0.15133,-0.18952734012975,"Yes",NA,NA,14,6.06217782649107,28,12.1243556529821,15945.1770833333
"114","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,2012-05-17,7.5,"1-9",0.95,"lsd (P=0.05)",0.738,NA,NA,NA,NA,NA,NA,"no","final assessment date 87 DAS",-40959,169,NA,338,NA,NA
"115","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Folicur","tebuconazole",62.35,2,2012-04-02,NA,NA,NA,NA,NA,NA,1,NA,2012-05-17,4.3,"1-9",0.95,"lsd (P=0.05)",0.81,NA,NA,NA,NA,0.0720000000000001,0.0975609756097562,"no","final assessment date 87 DAS",-40959,85.8,NA,171.6,NA,NA
"116","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Folicur","tebuconazole",62.35,3,2012-04-02,2012-04-16,NA,NA,NA,NA,NA,2,NA,2012-05-17,3.3,"1-9",0.95,"lsd (P=0.05)",0.948,NA,NA,NA,NA,0.21,0.284552845528455,"no","final assessment date 87 DAS",-40959,59.8,NA,119.6,NA,NA
"117","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Barmac wettable","sulphur",3000,4,2012-04-02,NA,NA,NA,NA,NA,NA,1,NA,2012-05-17,6.7,"1-9",0.95,"lsd (P=0.05)",0.785,NA,NA,NA,NA,0.047,0.0636856368563686,"no","final assessment date 87 DAS",-40959,148.2,NA,296.4,NA,NA
"118","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Barmac wettable","sulphur",3000,5,2012-04-02,2012-04-16,NA,NA,NA,NA,NA,2,NA,2012-05-17,4.3,"1-9",0.95,"lsd (P=0.05)",0.969,NA,NA,NA,NA,0.231,0.313008130081301,"no","final assessment date 87 DAS",-40959,85.8,NA,171.6,NA,NA
